label	content	text2
7	i want to have internet on my phone?i want to have internet on my phone to be watching fime on my phoneWhat you want to do is ask your service Provider if they host an internet service for your model of phone. If yes, be sure to ask what features are included so that you don't needlessly spend money. If no, ask if you can upgrade to a phone that is capable of the features you are looking for. It may be free, it may not.	
4	Someone is using my Yahoo email account to send messages. What do I do?I can tell someone is using my email account as I am getting error messages for emails I did not send. How do I stop this? Pls respond at gryfrance@Yahoo.comchange your password	
8	Who should i chose?i like this one boy and i like his best friend to but they both love me who should i choseGo with the one you care about most.  If you don't have real strong feelings for either, don't lead them on.  Be honest with them.	
8	my sister anoys me so much what should i do?my sister is always liying to my mom about things i dont actually do i want her to give me a bit of respect i want her to be my freind what should i do?make her respect you lie to ur mom and dad like she does and she will get a taste of her own medicin and if that does not work then just ignore her she will get so tierd and bord she will stop	
2	I need a new job?I hate the state of VA with a pasion!!! But my kids are here and I feel like if I don't get out of this state I'm going to go crazy!! What should I do?? How do I go on??I think you should go on ... I believe that if you don't try something then you will regret it for the rest of your life. Believe me you are going to be just fine.	
5	I know five of the original six hockey teams, Detriot, Toronto, Montreal, Boston, New York, is the 6th Chicag? Yes, it's Chicago.  But before the original 6, there as been many other teams\n\nMontreal Maroons\nMontreal Wanderers\nQuebec Bulldogs\nHamilton Bulldogs\nOttawa Senators\nSt.Louis Eagles\nNew York/Brooklyn Americans\nPittsburgh Pirates\nPhiladelphia Quakers\nDetroit Cougars\nDetroit Falcons\nToronto Arenas\nToronto St.Pats	
2	What causes lung cancer?My aunt died last Friday of lung cancer, she doesn't smoke and none of her husband or daughters smokes. There is no history of any types of cancer in the family. So I want to know what caused her disease...Cancer cells could be sleepy in every body. Stress, not healthy diet or other factors could activate them and make them become deadly.	
4	What do you think of my website? (www.solutionbound.com) Any comments or suggestions including the ads? Do you actually get clients? The specifications for your $400 Limited Time Offer + $25 a month is substantially less than websites I do for free for people... Thats including the $100 a year package from my webhost which allows for unlimited email addresses... The page doesn't look bad, although the ads are very distracting.	
6	What is the best way to finance a new home purchase and addition simultaneously?I live in Colorado and plan to purchase a home.  Before I move in, I'd like to add two bedrooms and a bath.  What's the best way to finance this all at the same time?If your credit is good, you could finance 100 - 107% of the purchase price and save your down payment for the renovation. I am a manager a mortgage bank. Email me if you would like to explore these ideas.\nThanks	
3	Where can i read books online for free about animal rights/testing? I dont think you could read books for free online as that is illegal but you should find some good opinions on animal testing on blogs or the library.\nBlogs are like online journals\nhttp://www.animalwritings.com/2005/12/humane-face-of-animal-rights.asp\nIt is an good blog and has tonnes of links on the side\nand i did a blog search or animal right for you to check out the results\nhttp://search.blogger.com/?ui=blg&q=animal+rights	
1	Why have have we not been contacted by et's yet? Earth has become an exothermal radio planet only a little over a century ago. Anyone who might listen in will take some time to make any sense of the increased radio activity, then could answer the same way. So far we can be fairly sure that noone within some 50 lightyears has answered.	
0	"when is Mardis Gras? Lent is the 40 days before Easter, the first day being Ash Wednesdsy. As Lent is 40 days of fasting, the last day before Lent is known as ""Fat Tuesday"". Mardi Gras celebration is the week before Lent, ending on Fat Tuesday."	
5	Who is the white bald NBA announcer that has a goatee? His name is Tom Tolbert and he is a former NBA player. He wasn't a great player in the NBA, but I think he's the best announcer in the NBA. I wish Marv Albert and Steve Kerr would get fired as the main NBA announcers and Tom Tolbert with Reggie Miller could take their place.	
3	When to use Advise and Advice and whats their difference? Advise is a verb, advice is a noun.\n \nAdvise (v): to give advice or counsel. \nEx: I advise you to read the book before class.\n\nAdvice (n): Opinion about what could or should be done about a situation or problem; counsel.\nEx: In my advice, it's not a worthy pursuit.	
7	"How many people are going to see Rocky Six when it comes out?How many people don't know who Rocky is and are like huh?  Personally, isn't this a bit silly, having a over the hill boxer come back for the six freaking time? Aren't the people in the fictional movie like, ""Get that old guy out of there, this is boring!""three"	
